fund_symbol,fund_short_name,fund_long_name,fund_category,fund_family,exchange_code,exchange_name,avg_vol_3month,avg_vol_10day,total_net_assets,day50_moving_average,day200_moving_average,week52_high_low_change,week52_high_low_change_perc,week52_high,week52_high_change,week52_high_change_perc,week52_low,week52_low_change,week52_low_change_perc,investment_strategy,fund_yield,inception_date,annual_holdings_turnover,investment_type,size_type,fund_annual_report_net_expense_ratio,category_annual_report_net_expense_ratio,asset_stocks,asset_bonds,fund_sector_basic_materials,fund_sector_communication_services,fund_sector_consumer_cyclical,fund_sector_consumer_defensive,fund_sector_energy,fund_sector_financial_services,fund_sector_healthcare,fund_sector_industrials,fund_sector_real_estate,fund_sector_technology,fund_sector_utilities,fund_price_book_ratio,fund_price_cashflow_ratio,fund_price_earning_ratio,fund_price_sales_ratio,fund_bond_maturity,fund_bond_duration,fund_bonds_us_government,fund_bonds_aaa,fund_bonds_aa,fund_bonds_a,fund_bonds_bbb,fund_bonds_bb,fund_bonds_b,fund_bonds_below_b,fund_bonds_others,top10_holdings,top10_holdings_total_assets,returns_as_of_date,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,fund_return_3years,fund_return_5years,fund_return_10years,years_up,years_down,fund_return_2020,fund_return_2019,fund_return_2018,fund_return_2017,fund_return_2016,fund_return_2015,fund_return_2014,fund_return_2013,fund_return_2012,fund_return_2011,fund_return_2010,fund_return_2009,fund_return_2008,fund_return_2007,fund_return_2006,fund_return_2005,fund_return_2004,fund_return_2003,fund_return_2002,fund_return_2001,fund_return_2000,fund_alpha_3years,fund_beta_3years,fund_mean_annual_return_3years,fund_r_squared_3years,fund_stdev_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years,fund_alpha_5years,fund_beta_5years,fund_mean_annual_return_5years,fund_r_squared_5years,fund_stdev_5years,fund_sharpe_ratio_5years,fund_treynor_ratio_5years,fund_alpha_10years,fund_beta_10years,fund_mean_annual_return_10years,fund_r_squared_10years,fund_stdev_10years,fund_sharpe_ratio_10years,fund_treynor_ratio_10years
AESR,DWS RREEF Real Assets Fund - Cl,DWS RREEF Real Assets Fund - Class S,Large Blend,DWS,BTS,BATS,13770,9020.0,106446112.0,14.36,13.604,3.351,0.2237,14.98,-0.718,-0.04793,11.629,2.633,0.22642,"The investment seeks total return in excess of inflation through capital growth and current income. The fund will invest at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in a combination of investments that the Advisor believes offer exposure to ""real assets."" It generally invests between 25% and 75% of fund assets in securities of foreign issuers, including up to 10% of fund assets in issuers located in countries with new or emerging markets.",0.0093,2019-12-16,0.19,Blend,Large,0.0146,0.0036,0.9976,0.0,0.0068,0.1332,0.1651,0.0297,0.0085,0.1617,0.1417,0.1296,0.0078,0.2078,0.0082,4.43,17.75,25.71,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"""Cayman Real Assets Fund Ltd."": 0.1098, CCI (""Crown Castle International Corp""): 0.0258, LNG (""Cheniere Energy Inc""): 0.0241, ""United States Treasury Notes 1.62%"": 0.0189, FCX (""Freeport-McMoRan Inc""): 0.0175, ""United States Treasury Notes 0.12%"": 0.0156, AMT (""American Tower Corp""): 0.0146, WMB (""Williams Companies Inc""): 0.0144, ""Lme Pri Alum Futr Jul21 Xlme 20210719"": 0.0139",0.9991,2021-06-30,0.1428,0.075,0.0224,-0.0025,0.0818,0.032,0.3832,0.0,0.0,0.0,1.0,0.0,0.19422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFIF,American Fds 2010 Target Date R,American Funds 2010 Target Date Retirement Fund Class A,Multisector Bond,American Funds,BTS,BATS,24566,24930.0,129347520.0,9.619,9.687,0.32,0.03255,9.83,-0.21,-0.02136,9.51,0.11,0.01157,"The investment seeks growth, income and conservation of capital. The fund normally invests a greater portion of its assets in fixed income, equity-income and balanced funds as it continues past its target date. The advisor attempts to achieve its investment objectives by investing in a mix of American Funds in different combinations and weightings. The underlying American Funds represent a variety of fund categories, including growth-and-income funds, equity-income funds, balanced funds and fixed income funds. The fund categories represent differing investment objectives.",0.0138,2018-09-18,2.27,Value,Small,0.0121,0.008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"RBOGX (""American Funds Interm Bd Fd of Amer R6""): 0.1503, RIDGX (""American Funds Income Fund of Amer R6""): 0.1272, RIRGX (""American Funds Capital Income Bldr R6""): 0.127, RBFGX (""American Funds Bond Fund of Amer R6""): 0.0852, RILFX (""American Funds Inflation Linked Bd R6""): 0.0651, RMAGX (""American Funds Mortgage R6""): 0.0627, RMMGX (""American Funds ST Bd Fd of Amer R6""): 0.0627, RMFGX (""American Funds American Mutual R6""): 0.0472, RITGX (""American Funds American High-Inc R6""): 0.0379, RWIGX (""American Funds Capital World Gr&Inc R6""): 0.0375",0.2454,2021-06-30,0.0,0.0846,0.003,0.003,0.0045,0.0308,0.0043,0.0,0.0,0.0,2.0,0.0,0.01675,0.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFK,American Century Strategic Allo,American Century Strategic Allocation: Aggressive Fund R6 Class,Miscellaneous Region,American Century Investments,PCX,NYSEArca,11379,29950.0,64691716.0,21.232,21.583,3.2,0.13913,23.0,-2.88,-0.12522,19.8,0.32,0.01616,"The investment seeks the highest level of total return consistent with its asset mix. The fund's asset allocation strategy diversifies investments among equity securities, bonds and money market instruments. It usually invests 79% of its assets in stocks, 20% of its assets in bonds, and 1% of its assets in cash equivalents. The fund also invests in a variety of debt securities payable in U.S. and foreign currencies. It may invest in any type of U.S. or foreign equity security that meets certain fundamental and technical standards. The fund may invest up to 10% of its assets in below investment-grade securities.",0.0369,2008-07-10,0.37,Blend,Medium,0.0079,0.0053,0.9978,0.0,0.2566,0.2598,0.0768,0.0537,0.0115,0.3159,0.0128,0.0044,0.0051,0.0001,0.0033,1.98,8.58,14.73,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"AVUS (""Avantis© U.S. Equity ETF""): 0.077, QGRO (""American Century US Quality Growth ETF""): 0.0637, FDG (""American Century Foc Dynmc Gr ETF""): 0.0605, VALQ (""American Century STOXX US Qlty Val ETF""): 0.0575, FLV (""American Century Foc Lrg Cp Val ETF""): 0.0562, AVEM (""Avantis© Emerging Markets Equity ETF""): 0.0555, QINT (""American Century Quality Dvrs Intl ETF""): 0.0371, AVDE (""Avantis© International Equity ETF""): 0.0355, AVUV (""Avantis© U.S. Small Cap Value ETF""): 0.0186, KORP (""American Century Dvrs Corp Bd ETF""): 0.0183",0.4911,2021-06-30,0.0726,0.0,-0.0319,0.0,0.04,0.0,0.3845,0.0155,0.0514,-0.0075,8.0,4.0,0.0232,0.08642,-0.17684,0.26062,0.13971,-0.29382,-0.12793,0.03287,0.22216,-0.22095,0.24588,0.31153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.56,1.22,0.34,79.39,24.15,0.12,-0.19,-6.85,1.19,0.56,73.87,20.23,0.28,3.0,-5.76,1.04,0.08,67.52,19.16,0.02,-1.47
AFLG,DWS RREEF Real Assets Fund - Cl,DWS RREEF Real Assets Fund - Class R6,Large Blend,DWS,PCX,NYSEArca,762,1340.0,7627908.0,26.611,25.48,5.9,0.2133,27.66,-0.875,-0.03163,21.76,5.025,0.23093,"The investment seeks total return in excess of inflation through capital growth and current income. The fund will invest at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in a combination of investments that the Advisor believes offer exposure to ""real assets."" It generally invests between 25% and 75% of fund assets in securities of foreign issuers, including up to 10% of fund assets in issuers located in countries with new or emerging markets.",0.0101,2019-12-04,0.0,Blend,Large,0.0055,0.0036,0.999,0.0,0.0263,0.0975,0.1274,0.0767,0.0257,0.1,0.1142,0.1245,0.0256,0.2536,0.0285,3.91,13.81,21.69,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"""Cayman Real Assets Fund Ltd."": 0.1098, CCI (""Crown Castle International Corp""): 0.0258, LNG (""Cheniere Energy Inc""): 0.0241, ""United States Treasury Notes 1.62%"": 0.0189, FCX (""Freeport-McMoRan Inc""): 0.0175, ""United States Treasury Notes 0.12%"": 0.0156, AMT (""American Tower Corp""): 0.0146, WMB (""Williams Companies Inc""): 0.0144, ""Lme Pri Alum Futr Jul21 Xlme 20210719"": 0.0139",0.1962,2021-06-30,0.1459,0.075,0.0164,-0.0025,0.0704,0.032,0.363,0.0,0.0,0.0,1.0,0.0,0.10355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFMC,DWS RREEF Real Assets Fund - Cl,DWS RREEF Real Assets Fund - Class T,Mid-Cap Blend,DWS,PCX,NYSEArca,717,2470.0,1268811.0,26.057,25.309,6.466,0.23764,27.209,-1.7595,-0.06467,20.743,4.7065,0.2269,"The investment seeks total return in excess of inflation through capital growth and current income. The fund will invest at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in a combination of investments that the Advisor believes offer exposure to ""real assets."" It generally invests between 25% and 75% of fund assets in securities of foreign issuers, including up to 10% of fund assets in issuers located in countries with new or emerging markets.",0.0079,2019-12-04,0.0,Value,Medium,0.0065,0.0047,0.9982,0.0,0.0406,0.0367,0.1513,0.0519,0.0202,0.1512,0.1281,0.1855,0.0866,0.1286,0.0193,2.44,9.69,15.98,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"""Cayman Real Assets Fund Ltd."": 0.1098, CCI (""Crown Castle International Corp""): 0.0258, LNG (""Cheniere Energy Inc""): 0.0241, ""United States Treasury Notes 1.62%"": 0.0189, FCX (""Freeport-McMoRan Inc""): 0.0175, ""United States Treasury Notes 0.12%"": 0.0156, AMT (""American Tower Corp""): 0.0146, WMB (""Williams Companies Inc""): 0.0144, ""Lme Pri Alum Futr Jul21 Xlme 20210719"": 0.0139",0.1072,2021-06-30,0.19,0.0901,-0.0015,0.0012,0.0489,0.0465,0.5131,0.0,0.0,0.0,1.0,0.0,0.05895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFSM,DWS RREEF Real Assets Fund - Cl,DWS RREEF Real Assets Fund - Class Inst,Small Blend,DWS,PCX,NYSEArca,909,300.0,1329882.0,27.3,26.192,8.022,0.27595,29.07,-2.6792,-0.09216,21.048,5.3428,0.25384,"The investment seeks total return in excess of inflation through capital growth and current income. The fund will invest at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in a combination of investments that the Advisor believes offer exposure to ""real assets."" It generally invests between 25% and 75% of fund assets in securities of foreign issuers, including up to 10% of fund assets in issuers located in countries with new or emerging markets.",0.0031,2019-12-04,0.0,Blend,Small,0.0077,0.004,0.9989,0.0,0.0304,0.0418,0.1343,0.0635,0.0269,0.1373,0.1915,0.1843,0.0535,0.1296,0.0069,2.26,8.98,13.67,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"""Cayman Real Assets Fund Ltd."": 0.1124, CCI (""Crown Castle International Corp""): 0.0343, LNG (""Cheniere Energy Inc""): 0.0227, ""United States Treasury Notes 1.62%"": 0.0191, AMT (""American Tower Corp""): 0.019, ""United States Treasury Notes 0.12%"": 0.0158, TRP. TO (""TC Energy Corp""): 0.0156, ""United States Treasury Notes 1.38%"": 0.0154, SRE (""Sempra Energy""): 0.0143",0.0951,2021-06-30,0.2032,0.0665,0.0176,-0.0412,0.0619,-0.0226,0.5871,0.0,0.0,0.0,1.0,0.0,0.08463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGGY,None,American Century One Choice Blend+ 2020 Portfolio A Class,Intermediate-Term Bond,American Century Investments,PCX,NYSEArca,103374,95040.0,1065714944.0,51.873,52.035,2.72,0.0506,53.76,-1.61,-0.02995,51.04,1.11,0.02175,"The investment seeks the highest total return consistent with its asset mix. The fund is a ""fund of funds,"" meaning that it seeks to achieve its objective by investing in other mutual funds and exchange-traded funds (ETFs) advised by American Century (collectively, the underlying funds) that represent a variety of asset classes and investment styles. The underlying stock funds draw on growth, value and quantitative investment techniques and diversify investments among small, medium and large U.S. and foreign companies.",0.0219,2015-07-09,0.88,None,None,0.0012,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"AVBNX (""Avantis© Core Fixed Income G""): 0.2666, AGBGX (""American Century Global Bond G""): 0.1177, AVUNX (""Avantis© U.S. Equity G""): 0.0896, ACLLX (""American Century NT Focused Lg Cap Val G""): 0.0685, ACFGX (""American Century Focused Dynamic Gr G""): 0.0596, APOGX (""American Century Short Dur Infl ProBd G""): 0.0517, AINGX (""American Century Inflation-Adjs Bond G""): 0.0469, AHGNX (""American Century NT High Income G""): 0.0451, AVGNX (""Avantis© Short-Term Fixed Income G""): 0.044, AVDNX (""Avantis© International Equity G""): 0.0434",0.1486,2021-06-30,-0.0173,0.0585,0.0122,0.0006,0.0248,0.0082,-0.0038,0.0561,0.032,0.0,4.0,1.0,0.05985,0.11828,-0.0173,0.05218,0.04106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.57,1.22,0.47,81.32,4.7,0.95,3.62,-0.11,1.2,0.28,85.26,4.21,0.52,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGQ,None,American Century One Choice Blend+ 2020 Portfolio R6 Class,Trading--Leveraged Commodities,American Century Investments,PCX,NYSEArca,949301,813950.0,661808448.0,36.142,42.803,34.4,0.53483,64.32,-31.65,-0.49207,29.92,2.75,0.09191,"The investment seeks the highest total return consistent with its asset mix. The fund is a ""fund of funds,"" meaning that it seeks to achieve its objective by investing in other mutual funds and exchange-traded funds (ETFs) advised by American Century (collectively, the underlying funds) that represent a variety of asset classes and investment styles. The underlying stock funds draw on growth, value and quantitative investment techniques and diversify investments among small, medium and large U.S. and foreign companies.",0.0,2008-12-01,0.0,None,None,0.0095,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"AVBNX (""Avantis© Core Fixed Income G""): 0.2666, AGBGX (""American Century Global Bond G""): 0.1177, AVUNX (""Avantis© U.S. Equity G""): 0.0896, ACLLX (""American Century NT Focused Lg Cap Val G""): 0.0685, ACFGX (""American Century Focused Dynamic Gr G""): 0.0596, APOGX (""American Century Short Dur Infl ProBd G""): 0.0517, AINGX (""American Century Inflation-Adjs Bond G""): 0.0469, AHGNX (""American Century NT High Income G""): 0.0451, AVGNX (""Avantis© Short-Term Fixed Income G""): 0.044, AVDNX (""Avantis© International Equity G""): 0.0434",2.0,2021-06-30,-0.1006,0.0,-0.1352,0.0,0.1221,0.0,0.5725,0.1585,-0.0066,-0.1786,6.0,6.0,0.59963,0.20114,-0.21343,0.0034,0.23567,-0.31249,-0.37839,-0.63155,-0.00519,-0.44695,1.73628,0.99558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.41,2.3,3.03,25.58,69.83,0.5,6.48,9.42,2.06,1.23,20.92,57.35,0.24,-0.46,8.04,2.52,-0.15,33.86,60.64,-0.04,-7.4
AGZ,None,American Century One Choice Blend+ 2025 Portfolio Investor Class,Short Government,American Century Investments,PCX,NYSEArca,50870,34090.0,728093568.0,118.036,118.387,2.66,0.02221,119.77,-1.84,-0.01536,117.11,0.82,0.007,"The investment seeks the highest total return consistent with its asset mix. The fund is a ""fund of funds,"" meaning that it seeks to achieve its objective by investing in other mutual funds and exchange-traded funds (ETFs) advised by American Century (collectively, the underlying funds) that represent a variety of asset classes and investment styles. The underlying stock funds draw on growth, value and quantitative investment techniques and diversify investments among small, medium and large U.S. and foreign companies.",0.0083,2008-11-05,1.58,None,None,0.002,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,4.09,0.0,0.8223,0.1933,0.0,0.0,0.0,0.0,0.0,-0.0156,"AVBNX (""Avantis© Core Fixed Income G""): 0.2444, AVUNX (""Avantis© U.S. Equity G""): 0.1062, AGBGX (""American Century Global Bond G""): 0.1039, ACLLX (""American Century NT Focused Lg Cap Val G""): 0.0768, ACFGX (""American Century Focused Dynamic Gr G""): 0.0708, AHGNX (""American Century NT High Income G""): 0.0503, AVDNX (""Avantis© International Equity G""): 0.0474, AINGX (""American Century Inflation-Adjs Bond G""): 0.0415, APOGX (""American Century Short Dur Infl ProBd G""): 0.0372, LVOL (""American Century Low Volatility ETF""): 0.0325",0.4199,2021-06-30,-0.0069,0.0102,0.0009,0.0012,0.0072,-0.0001,-0.0044,0.0418,0.0236,0.023,11.0,1.0,0.05818,0.05649,0.0133,0.01845,0.01301,0.01004,0.03551,-0.01313,0.01986,0.0462,0.0387,0.01474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.59,0.35,71.49,2.44,1.24,5.08,0.1,0.6,0.2,78.09,2.24,0.57,2.05,0.01,0.61,0.19,83.36,2.03,0.86,2.8
AGZD,None,American Century One Choice Blend+ 2025 Portfolio I Class,Nontraditional Bond,American Century Investments,NGM,NasdaqGM,28246,50480.0,202086208.0,46.846,46.979,3.26,0.06563,49.67,-3.07,-0.06181,46.41,0.19,0.00409,"The investment seeks the highest total return consistent with its asset mix. The fund is a ""fund of funds,"" meaning that it seeks to achieve its objective by investing in other mutual funds and exchange-traded funds (ETFs) advised by American Century (collectively, the underlying funds) that represent a variety of asset classes and investment styles. The underlying stock funds draw on growth, value and quantitative investment techniques and diversify investments among small, medium and large U.S. and foreign companies.",0.0192,2013-12-18,0.7,None,None,0.0023,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"AVBNX (""Avantis© Core Fixed Income G""): 0.2444, AVUNX (""Avantis© U.S. Equity G""): 0.1062, AGBGX (""American Century Global Bond G""): 0.1039, ACLLX (""American Century NT Focused Lg Cap Val G""): 0.0768, ACFGX (""American Century Focused Dynamic Gr G""): 0.0708, AHGNX (""American Century NT High Income G""): 0.0503, AVDNX (""Avantis© International Equity G""): 0.0474, AINGX (""American Century Inflation-Adjs Bond G""): 0.0415, APOGX (""American Century Short Dur Infl ProBd G""): 0.0372, LVOL (""American Century Low Volatility ETF""): 0.0325",1.1267,2021-06-30,0.0065,0.0394,0.0028,0.0012,0.0043,0.0272,0.0197,0.0197,0.0217,0.0,6.0,1.0,0.00639,0.04588,0.00588,0.02559,0.0208,-0.0114,0.00126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.11,0.17,2.83,2.26,0.34,6.66,0.84,0.06,0.17,1.1,1.8,0.52,15.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIA,Cavanal Hill Bond Fd Cl A Shs,Cavanal Hill Bond Fund Class A,Pacific/Asia ex-Japan Stk,Cavanal Hill funds,NGM,NasdaqGM,105066,60300.0,2980516864.0,79.824,86.885,26.98,0.26322,102.5,-26.04,-0.25405,75.52,0.94,0.01245,"The investment seeks total return. The fund invests at least 80% of its net assets in bonds. It invests primarily in debt obligations such as bonds, notes and debentures, and bills issued by U.S. corporations or by the U.S. government, its agencies, or instrumentalities, municipal securities, mortgage-backed securities, asset-backed securities, collateralized mortgage obligations and fixed income ETFs. The fund also invests in money market instruments.",0.0126,2007-11-13,0.46,Blend,Large,0.005,0.0054,0.9907,0.0,0.0278,0.1771,0.2256,0.0,0.0,0.1864,0.024,0.0148,0.0124,0.3222,0.0096,2.21,13.89,19.34,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"""United States Treasury Notes 2%"": 0.0458, APSXX (""Cavanal Hill Government Secs MMkt Sel""): 0.0436, ""United States Treasury Notes 2.25%"": 0.0435, ""United States Treasury Notes 1.38%"": 0.0346, ""United States Treasury Bonds 1.12%"": 0.0302, ""Bank of America Corporation 3.55%"": 0.0197, ""Keurig Dr Pepper Inc 4.6%"": 0.018, ""GEORGIA ST 4.5%"": 0.0176, ""UNIVERSITY OKLA REVS 3.87%"": 0.0174, ""Hyatt Hotels Corporation 4.38%"": 0.0156",0.6391,2021-06-30,0.0566,0.0984,0.0087,-0.0199,-0.0009,0.01,0.4311,0.1572,0.1775,0.0929,9.0,4.0,0.34034,0.21841,-0.13941,0.43513,0.11823,-0.06454,0.01074,0.02641,0.22715,-0.13073,0.18346,0.60332,-0.45942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.06,0.88,1.37,65.35,19.1,0.79,16.5,7.22,0.92,1.5,66.14,16.54,1.02,18.28,4.23,0.97,0.88,71.71,17.32,0.57,9.06
AIEQ,American Beacon Balanced Fund I,American Beacon Balanced Fund Investor Class,Large Growth,American Beacon,PCX,NYSEArca,17801,19670.0,173179712.0,43.005,40.69,10.5,0.23448,44.78,-3.9439,-0.08807,34.28,6.5561,0.19125,"The investment seeks income and capital appreciation. Under normal circumstances, between 50% and 70% of the fund's total assets are invested in equity securities and between 30% and 50% of the fund's total assets are invested in debt securities. The fund's equity investments may include common stocks, convertible securities, real estate investment trusts (""REITs""), American Depositary Receipts (""ADRs"") and U.S. dollar-denominated foreign stocks traded on U.S. exchanges (collectively referred to as ""stocks""). It may invest in companies of all market capitalizations.",0.001,2017-10-17,2.39,Growth,Medium,0.008,0.0039,0.9935,0.0,0.0033,0.1013,0.1596,0.0424,0.0052,0.0582,0.1843,0.0477,0.0401,0.3535,0.0044,8.16,23.34,34.94,4.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"RMGXX (""UBS RMA Government Money Market""): 0.0507, ""Future on S&P 500 PR Jun21"": 0.044, WFC (""Wells Fargo & Co""): 0.0238, AIG (""American International Group Inc""): 0.022, C (""Citigroup Inc""): 0.0191, ANTM (""Anthem Inc""): 0.018, GS (""Goldman Sachs Group Inc""): 0.0148, HES (""Hess Corp""): 0.0144, GE (""General Electric Co""): 0.0125, ""United States Treasury Notes 2.38%"": 0.0118",0.2726,2021-06-30,0.1689,0.048,0.089,0.0031,0.0822,0.0511,0.4736,0.1793,0.0,0.0,2.0,1.0,0.25421,0.31141,-0.07283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.77,1.12,1.6,83.08,22.66,0.79,15.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALTS,None,American Century One Choice Blend+ 2030 Portfolio Investor Class,None,American Century Investments,BTS,BATS,874,1530.0,9462420.0,39.212,39.067,7.34,0.18277,40.16,-1.6557,-0.04123,32.82,5.6843,0.1732,"The investment seeks the highest total return consistent with its asset mix. The fund is a ""fund of funds,"" meaning that it seeks to achieve its objective by investing in other mutual funds and exchange-traded funds (ETFs) advised by American Century (collectively, the underlying funds) that represent a variety of asset classes and investment styles. The underlying stock funds draw on growth, value and quantitative investment techniques and diversify investments among small, medium and large U.S. and foreign companies.",0.0102,2014-10-07,0.0,Value,Medium,0.0095,0.0,0.0,0.0,0.0233,0.0505,0.0567,0.0304,0.0979,0.2837,0.082,0.1087,0.0775,0.0722,0.1171,1.99,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"AVBNX (""Avantis© Core Fixed Income G""): 0.2215, AVUNX (""Avantis© U.S. Equity G""): 0.1309, ACLLX (""American Century NT Focused Lg Cap Val G""): 0.0904, AGBGX (""American Century Global Bond G""): 0.0886, ACFGX (""American Century Focused Dynamic Gr G""): 0.0869, AVDNX (""Avantis© International Equity G""): 0.0534, AHGNX (""American Century NT High Income G""): 0.0514, ANTGX (""American Century Non-US Intrs Val G""): 0.0314, AINGX (""American Century Inflation-Adjs Bond G""): 0.0303, AFCGX (""American Century Focused Intl Gr G""): 0.0298",0.9997,2021-06-30,0.0777,0.0,-0.0084,0.0,0.0222,0.0,0.144,0.0317,0.025,0.0,3.0,3.0,-0.02495,0.07573,-0.0369,0.02468,0.02117,-0.03842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.18,0.4,0.3,73.09,8.3,0.28,5.23,-3.62,0.39,0.23,70.99,6.66,0.25,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
